ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3001096,SHV-38,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-38,Beta-Lactamase,debla,High,,,1,0.17,Klebsiella pneumoniae,True
ARO:3001098,SHV-40,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-40,Beta-Lactamase,debla,High,,,1,0.09,Klebsiella pneumoniae,True
ARO:3001099,SHV-41,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-41,Beta-Lactamase,debla,High,,,1,0.12,Klebsiella pneumoniae,True
ARO:3001100,SHV-42,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-42,Beta-Lactamase,debla,High,,,1,0.1,Klebsiella pneumoniae,True
ARO:3001102,SHV-44,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-44,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001103,SHV-45,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-45,Beta-Lactamase,debla,High,,,1,0.0,Klebsiella pneumoniae,True
ARO:3001106,SHV-49,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-49,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001109,SHV-52,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-52,Beta-Lactamase,debla,High,,,1,0.09,Klebsiella pneumoniae,True
ARO:3001111,SHV-55,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-55,Beta-Lactamase,debla,High,,,1,0.02,Klebsiella pneumoniae,True
ARO:3001115,SHV-60,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-60,Beta-Lactamase,debla,High,,,1,0.23,Klebsiella pneumoniae,True
ARO:3001116,SHV-61,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-61,Beta-Lactamase,debla,High,,,1,0.22,Klebsiella pneumoniae,True
ARO:3001117,SHV-62,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-62,Beta-Lactamase,debla,High,,,1,0.18,Klebsiella pneumoniae,True
ARO:3001118,SHV-63,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-63,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001120,SHV-65,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-65,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001121,SHV-66,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-66,Beta-Lactamase,debla,High,,,4,0.0,Acinetobacter baumannii,True
ARO:3001125,SHV-71,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-71,Beta-Lactamase,debla,High,,,1,0.29,Klebsiella pneumoniae,True
ARO:3001129,SHV-75,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-75,Beta-Lactamase,debla,High,,,1,0.35,Klebsiella pneumoniae,True
ARO:3001130,SHV-76,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-76,Beta-Lactamase,debla,High,,,1,0.63,Klebsiella pneumoniae,True
ARO:3001131,SHV-77,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-77,Beta-Lactamase,debla,High,,,1,0.08,Klebsiella pneumoniae,True
ARO:3001134,SHV-80,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-80,Beta-Lactamase,debla,High,,,1,0.12,Klebsiella pneumoniae,True
ARO:3001146,SHV-94,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-94,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001152,SHV-103,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-103,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001155,SHV-106,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-106,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001156,SHV-107,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-107,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001157,SHV-108,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-108,Beta-Lactamase,debla,High,,,1,0.39,Klebsiella pneumoniae,True
ARO:3001159,SHV-110,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-110,Beta-Lactamase,debla,High,,,1,0.21,Klebsiella pneumoniae,True
ARO:3001160,SHV-111,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-111,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001164,SHV-115,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-115,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001165,SHV-116,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-116,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001167,SHV-120,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-120,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001168,SHV-121,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-121,Beta-Lactamase,debla,High,,,1,0.24,Klebsiella pneumoniae,True
ARO:3001177,SHV-133,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-133,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001178,SHV-134,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-134,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001179,SHV-135,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-135,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001184,SHV-142,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-142,Beta-Lactamase,debla,High,,,1,0.1,Klebsiella pneumoniae,True
ARO:3001196,SHV-157,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-157,Beta-Lactamase,debla,High,,,1,0.02,Klebsiella pneumoniae,True
ARO:3001203,SHV-165,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-165,Beta-Lactamase,debla,High,,,1,0.17,Acinetobacter baumannii,True
ARO:3001209,mecC,protein homolog model,antibiotic target replacement; carbapenem; cephalosporin; cephamycin; monobactam; penam,matched,mecC,Beta-Lactamase,exact,High,,,1,0.13,Staphylococcus aureus,True
ARO:3001307,vgbA,protein homolog model,antibiotic inactivation; streptogramin antibiotic; streptogramin B antibiotic,matched,vgb(A),Macrolide resistance,loose,High,,,1,0.04,Enterococcus faecalis,True
ARO:3001338,SHV-100,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-100,Beta-Lactamase,debla,High,,,1,0.02,Klebsiella pneumoniae,True
ARO:3001340,SHV-119,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-119,Beta-Lactamase,debla,High,,,1,0.1,Klebsiella pneumoniae,True
ARO:3001345,SHV-144,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-144,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001346,SHV-146,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-146,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001347,SHV-164,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-164,Beta-Lactamase,debla,High,,,1,0.06,Klebsiella pneumoniae,True
ARO:3001352,SHV-168,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-168,Beta-Lactamase,debla,High,,,1,0.28,Klebsiella pneumoniae,True
ARO:3001355,SHV-171,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaSHV-171,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001376,TEM-196,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-196,Beta-Lactamase,debla,High,,,1,0.0,Klebsiella pneumoniae,True
ARO:3001383,TEM-206,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-206,Beta-Lactamase,debla,High,,,3,0.1,Klebsiella pneumoniae,True
ARO:3001385,TEM-208,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-208,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001387,TEM-210,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-210,Beta-Lactamase,debla,High,,,3,0.56,Klebsiella aerogenes,True
ARO:3001390,TEM-213,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-213,Beta-Lactamase,debla,High,,,1,0.06,Klebsiella pneumoniae,True
ARO:3001391,TEM-214,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-214,Beta-Lactamase,debla,High,,,8,2.56,Citrobacter werkmanii,True
ARO:3001392,TEM-215,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam; penem,matched,blaTEM-215,Beta-Lactamase,debla,High,,,4,5.13,Citrobacter werkmanii,True
ARO:3001396,OXA-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-1,Beta-Lactamase,debla,High,blaOXA-30,,40,66.46,Shigella flexneri,True
ARO:3001397,OXA-2,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-2,Beta-Lactamase,debla,High,,,32,7.64,Providencia rettgeri,True
ARO:3001399,OXA-4,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-4,Beta-Lactamase,debla,High,blaOXA-33,,13,0.84,Pseudomonas aeruginosa,True
ARO:3001400,OXA-5,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-5,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3001404,OXA-9,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-9,Beta-Lactamase,debla,High,,,27,8.0,Enterobacter chengduensis,True
ARO:3001405,OXA-10,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-10,Beta-Lactamase,debla,High,,,40,16.56,Providencia rettgeri,True
ARO:3001407,OXA-12,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-12,Beta-Lactamase,debla,High,,,1,2.25,Aeromonas veronii,True
ARO:3001409,OXA-14,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-14,Beta-Lactamase,debla,High,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3001410,OXA-15,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-15,Beta-Lactamase,debla,High,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3001412,OXA-17,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-17,Beta-Lactamase,debla,High,,,9,2.38,Pseudomonas monteilii,True
ARO:3001414,OXA-19,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-19,Beta-Lactamase,debla,High,,,2,0.53,Pseudomonas putida,True
ARO:3001415,OXA-20,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-20,Beta-Lactamase,debla,High,,,1,0.07,Acinetobacter baumannii,True
ARO:3001416,OXA-21,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-21,Beta-Lactamase,debla,High,,,12,6.45,Aeromonas caviae,True
ARO:3001417,OXA-22,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-22,Beta-Lactamase,debla,High,,,1,93.67,Ralstonia pickettii,True
ARO:3001418,OXA-23,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-23,Beta-Lactamase,debla,High,,,9,39.94,Acinetobacter baumannii,True
ARO:3001419,OXA-24,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam,matched,blaOXA-24,Beta-Lactamase,debla,High,blaOXA-40,,2,1.85,Acinetobacter baumannii,True
ARO:3001423,OXA-28,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-28,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3001424,OXA-29,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-29,Beta-Lactamase,debla,High,,,3,28.57,Legionella anisa,True
ARO:3001429,OXA-35,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-35,Beta-Lactamase,debla,High,,,6,0.79,Enterobacter asburiae,True
ARO:3001437,OXA-67,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-67,Beta-Lactamase,debla,High,,,1,0.25,Acinetobacter baumannii,True
ARO:3001438,OXA-100,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-100,Beta-Lactamase,debla,High,,,1,0.4,Acinetobacter baumannii,True
ARO:3001439,OXA-101,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-101,Beta-Lactamase,debla,High,,,5,0.53,Pseudomonas putida,True
ARO:3001442,OXA-117,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-117,Beta-Lactamase,debla,High,,,1,0.07,Acinetobacter baumannii,True
ARO:3001443,OXA-121,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-121,Beta-Lactamase,debla,High,,,1,0.25,Acinetobacter baumannii,True
ARO:3001445,OXA-123,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-123,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001447,OXA-125,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-125,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001448,OXA-126,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-126,Beta-Lactamase,debla,High,,,1,0.07,Acinetobacter baumannii,True
ARO:3001452,OXA-140,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-140,Beta-Lactamase,debla,High,,,7,0.39,Citrobacter freundii,True
ARO:3001453,OXA-148,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-148,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001455,OXA-150,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-150,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001469,OXA-169,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-169,Beta-Lactamase,debla,High,,,1,0.04,Acinetobacter baumannii,True
ARO:3001474,OXA-180,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-180,Beta-Lactamase,debla,High,,,1,0.07,Acinetobacter baumannii,True
ARO:3001476,OXA-184,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-184,Beta-Lactamase,debla,High,,,1,4.93,Campylobacter jejuni,True
ARO:3001478,OXA-193,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-193,Beta-Lactamase,debla,High,,,2,31.37,Campylobacter jejuni,True
ARO:3001483,OXA-205,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-205,Beta-Lactamase,debla,High,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3001485,OXA-207,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-207,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001486,OXA-208,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-208,Beta-Lactamase,debla,High,,,1,0.27,Acinetobacter baumannii,True
ARO:3001487,OXA-210,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-210,Beta-Lactamase,debla,High,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3001489,OXA-217,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-217,Beta-Lactamase,debla,High,,,1,0.12,Acinetobacter baumannii,True
ARO:3001493,OXA-225,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-225,Beta-Lactamase,debla,High,,,2,1.3,Acinetobacter indicus,True
ARO:3001495,OXA-233,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-233,Beta-Lactamase,debla,High,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3001496,OXA-234,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-234,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001498,OXA-239,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-239,Beta-Lactamase,debla,High,,,2,2.33,Acinetobacter haemolyticus,True
