ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3001648,OXA-128,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-128,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001649,OXA-99,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-99,Beta-Lactamase,debla,High,,,1,0.04,Acinetobacter baumannii,True
ARO:3001650,OXA-90,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-90,Beta-Lactamase,debla,High,,,1,1.01,Acinetobacter baumannii,True
ARO:3001651,OXA-130,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-130,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001653,OXA-132,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-132,Beta-Lactamase,debla,High,,,1,0.17,Acinetobacter baumannii,True
ARO:3001654,OXA-143,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-143,Beta-Lactamase,debla,High,,,1,0.04,Acinetobacter baumannii,True
ARO:3001656,OXA-172,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-172,Beta-Lactamase,debla,High,,,1,0.35,Acinetobacter baumannii,True
ARO:3001662,OXA-164,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-164,Beta-Lactamase,debla,High,,,2,0.28,Acinetobacter pittii,True
ARO:3001666,OXA-201,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-201,Beta-Lactamase,debla,High,,,1,0.0,Acinetobacter baumannii,True
ARO:3001667,OXA-202,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-202,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001668,OXA-219,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-219,Beta-Lactamase,debla,High,,,1,0.06,Acinetobacter baumannii,True
ARO:3001669,OXA-223,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-223,Beta-Lactamase,debla,High,,,1,0.23,Acinetobacter baumannii,True
ARO:3001670,OXA-231,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-231,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001672,OXA-120,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-120,Beta-Lactamase,debla,High,,,1,0.55,Acinetobacter baumannii,True
ARO:3001676,OXA-235,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-235,Beta-Lactamase,debla,High,,,4,2.63,Acinetobacter lwoffii,True
ARO:3001678,OXA-237,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-237,Beta-Lactamase,debla,High,,,1,0.27,Acinetobacter baumannii,True
ARO:3001679,OXA-241,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-241,Beta-Lactamase,debla,High,,,1,0.04,Acinetobacter baumannii,True
ARO:3001680,OXA-242,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-242,Beta-Lactamase,debla,High,,,1,0.79,Acinetobacter baumannii,True
ARO:3001682,OXA-254,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-254,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001683,OXA-312,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-312,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001685,OXA-314,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-314,Beta-Lactamase,debla,High,,,1,0.13,Acinetobacter baumannii,True
ARO:3001688,OXA-317,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-317,Beta-Lactamase,debla,High,,,1,0.12,Acinetobacter baumannii,True
ARO:3001689,OXA-253,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-253,Beta-Lactamase,debla,High,,,1,0.16,Acinetobacter baumannii,True
ARO:3001690,OXA-255,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-255,Beta-Lactamase,debla,High,,,1,0.0,Acinetobacter pittii,True
ARO:3001695,OXA-134,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-134,Beta-Lactamase,debla,High,,,1,2.63,Acinetobacter lwoffii,True
ARO:3001705,OXA-72,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-72,Beta-Lactamase,debla,High,,,3,2.54,Acinetobacter baumannii,True
ARO:3001707,OXA-103,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-103,Beta-Lactamase,debla,High,,,1,1.75,Acinetobacter radioresistens,True
ARO:3001710,OXA-211,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-211,Beta-Lactamase,debla,High,,,1,7.27,Acinetobacter johnsonii,True
ARO:3001711,OXA-212,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-212,Beta-Lactamase,debla,High,,,1,0.0,Acinetobacter johnsonii,True
ARO:3001712,OXA-213,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-213,Beta-Lactamase,debla,High,,,1,17.39,Acinetobacter calcoaceticus,True
ARO:3001713,OXA-214,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-214,Beta-Lactamase,debla,High,,,1,23.26,Acinetobacter haemolyticus,True
ARO:3001714,OXA-215,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-215,Beta-Lactamase,debla,High,,,1,2.33,Acinetobacter haemolyticus,True
ARO:3001715,OXA-259,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-259,Beta-Lactamase,debla,High,,,1,0.55,Acinetobacter baumannii,True
ARO:3001716,OXA-260,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-260,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001717,OXA-261,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-261,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001718,OXA-262,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-262,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001719,OXA-263,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-263,Beta-Lactamase,debla,High,,,1,0.13,Acinetobacter baumannii,True
ARO:3001720,OXA-264,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-264,Beta-Lactamase,debla,High,,,1,34.88,Acinetobacter haemolyticus,True
ARO:3001721,OXA-265,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-265,Beta-Lactamase,debla,High,,,1,32.56,Acinetobacter haemolyticus,True
ARO:3001723,OXA-267,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-267,Beta-Lactamase,debla,High,,,1,4.35,Acinetobacter calcoaceticus,True
ARO:3001724,OXA-268,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-268,Beta-Lactamase,debla,High,,,1,8.7,Acinetobacter calcoaceticus,True
ARO:3001725,OXA-269,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-269,Beta-Lactamase,debla,High,,,1,4.35,Acinetobacter calcoaceticus,True
ARO:3001726,OXA-270,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-270,Beta-Lactamase,debla,High,,,1,0.28,Acinetobacter pittii,True
ARO:3001728,OXA-272,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-272,Beta-Lactamase,debla,High,,,1,2.27,Acinetobacter pittii,True
ARO:3001729,OXA-273,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-273,Beta-Lactamase,debla,High,,,1,1.14,Acinetobacter pittii,True
ARO:3001735,OXA-280,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-280,Beta-Lactamase,debla,High,,,1,3.64,Acinetobacter johnsonii,True
ARO:3001736,OXA-281,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-281,Beta-Lactamase,debla,High,,,1,9.09,Acinetobacter johnsonii,True
ARO:3001737,OXA-282,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-282,Beta-Lactamase,debla,High,,,1,5.26,Acinetobacter lwoffii,True
ARO:3001738,OXA-283,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-283,Beta-Lactamase,debla,High,,,1,28.95,Acinetobacter lwoffii,True
ARO:3001740,OXA-285,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-285,Beta-Lactamase,debla,High,,,1,2.63,Acinetobacter lwoffii,True
ARO:3001752,OXA-297,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-297,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001753,OXA-298,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-298,Beta-Lactamase,debla,High,,,1,0.03,Acinetobacter baumannii,True
ARO:3001754,OXA-299,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-299,Beta-Lactamase,debla,High,,,1,0.0,Acinetobacter johnsonii,True
ARO:3001757,OXA-302,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-302,Beta-Lactamase,debla,High,,,1,0.01,Acinetobacter baumannii,True
ARO:3001765,OXA-136,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-136,Beta-Lactamase,debla,High,,,1,13.64,Brachyspira pilosicoli,True
ARO:3001767,OXA-137,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-137,Beta-Lactamase,debla,High,,,1,0.0,Brachyspira pilosicoli,True
ARO:3001769,OXA-42,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-42,Beta-Lactamase,debla,High,,,2,69.81,Burkholderia thailandensis,True
ARO:3001771,OXA-57,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-57,Beta-Lactamase,debla,High,,,1,30.1,Burkholderia pseudomallei,True
ARO:3001772,OXA-59,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-59,Beta-Lactamase,debla,High,,,1,56.47,Burkholderia pseudomallei,True
ARO:3001773,OXA-61,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-61,Beta-Lactamase,debla,High,,,2,2.79,Campylobacter jejuni,True
ARO:3001774,OXA-370,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-370,Beta-Lactamase,debla,High,,,3,2.56,Citrobacter werkmanii,True
ARO:3001775,OXA-119,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-119,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3001776,OXA-162,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-162,Beta-Lactamase,debla,High,,,4,0.39,Serratia marcescens,True
ARO:3001777,OXA-347,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-347,Beta-Lactamase,debla,High,,,11,100.0,Myroides phaeus,True
ARO:3001778,OXA-232,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-232,Beta-Lactamase,debla,High,,,8,2.79,Klebsiella pneumoniae,True
ARO:3001779,OXA-146,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-146,Beta-Lactamase,debla,High,,,2,7.79,Acinetobacter indicus,True
ARO:3001780,OXA-85,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-85,Beta-Lactamase,debla,High,,,3,4.65,Fusobacterium necrophorum,True
ARO:3001782,OXA-48,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-48,Beta-Lactamase,debla,High,,,22,7.35,Citrobacter freundii,True
ARO:3001783,OXA-163,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-163,Beta-Lactamase,debla,High,,,3,0.9,Citrobacter koseri,True
ARO:3001784,OXA-181,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-181,Beta-Lactamase,debla,High,,,10,1.8,Citrobacter portucalensis,True
ARO:3001786,OXA-244,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-244,Beta-Lactamase,debla,High,,,3,0.42,Klebsiella oxytoca,True
ARO:3001787,OXA-245,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-245,Beta-Lactamase,debla,High,,,1,0.06,Klebsiella pneumoniae,True
ARO:3001788,OXA-204,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-204,Beta-Lactamase,debla,High,,,4,0.02,Klebsiella pneumoniae,True
ARO:3001793,OXA-320,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-320,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001795,OXA-56,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-56,Beta-Lactamase,debla,High,,,1,0.61,Pseudomonas aeruginosa,True
ARO:3001796,OXA-50,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-50,Beta-Lactamase,debla,High,,,3,12.98,Pseudomonas aeruginosa,True
ARO:3001797,OXA-46,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-46,Beta-Lactamase,debla,High,blaOXA-81,,1,0.07,Pseudomonas aeruginosa,True
ARO:3001798,OXA-74,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-74,Beta-Lactamase,debla,High,,,2,0.15,Stenotrophomonas maltophilia,True
ARO:3001802,OXA-141,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-141,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3001805,OXA-198,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-198,Beta-Lactamase,debla,High,,,2,6.25,Citrobacter youngae,True
ARO:3001807,OXA-246,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-246,Beta-Lactamase,debla,High,,,2,0.11,Pseudomonas aeruginosa,True
ARO:3001808,OXA-60,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-60,Beta-Lactamase,debla,High,,,1,64.56,Ralstonia pickettii,True
ARO:3001811,OXA-129,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaOXA-129,Beta-Lactamase,debla,High,,,2,0.47,Enterobacter hormaechei,True
ARO:3001815,ACC-1,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; monobactam; oxacephem; penam,matched,blaACC-1,Beta-Lactamase,debla,High,,,6,0.39,Citrobacter freundii,True
ARO:3001818,ACC-4,protein homolog model,antibiotic inactivation; cephalosporin; monobactam; penam,matched,blaACC-4,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001821,ACT-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-1,Beta-Lactamase,debla,High,,,2,9.88,Enterobacter asburiae,True
ARO:3001822,ACT-2,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-2,Beta-Lactamase,debla,High,,,2,16.6,Enterobacter asburiae,True
ARO:3001823,ACT-3,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-3,Beta-Lactamase,debla,High,,,1,8.7,Enterobacter asburiae,True
ARO:3001824,ACT-5,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-5,Beta-Lactamase,debla,High,,,2,1.04,Enterobacter hormaechei,True
ARO:3001825,ACT-6,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-6,Beta-Lactamase,debla,High,,,2,12.65,Enterobacter asburiae,True
ARO:3001826,ACT-9,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-9,Beta-Lactamase,debla,High,,,1,11.79,Enterobacter kobei,True
ARO:3001829,ACT-4,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-4,Beta-Lactamase,debla,High,,,1,6.72,Enterobacter asburiae,True
ARO:3001830,ACT-7,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-7,Beta-Lactamase,debla,High,,,2,0.32,Enterobacter cloacae,True
ARO:3001831,ACT-8,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-8,Beta-Lactamase,debla,High,,,6,85.71,Enterobacter cancerogenus,True
ARO:3001835,ACT-13,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-13,Beta-Lactamase,debla,High,,,1,1.58,Enterobacter asburiae,True
ARO:3001836,ACT-14,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-14,Beta-Lactamase,debla,High,,,1,0.04,Enterobacter hormaechei,True
ARO:3001837,ACT-15,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaACT-15,Beta-Lactamase,debla,High,,,2,2.93,Enterobacter hormaechei,True
ARO:3001856,CFE-1,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCFE-1,Beta-Lactamase,debla,High,,,1,0.58,Citrobacter freundii,True
ARO:3001858,IMI-1,protein homolog model,antibiotic inactivation; carbapenem,matched,blaIMI-1,Beta-Lactamase,debla,High,,,3,3.19,Enterobacter cloacae,True
ARO:3001859,IMI-2,protein homolog model,antibiotic inactivation; carbapenem,matched,blaIMI-2,Beta-Lactamase,debla,High,,,1,0.4,Enterobacter asburiae,True
ARO:3001860,IMI-3,protein homolog model,antibiotic inactivation; carbapenem,matched,blaIMI-3,Beta-Lactamase,debla,High,,,1,0.0,Enterobacter cloacae,True
ARO:3001864,CTX-M-1,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-1,Beta-Lactamase,debla,High,,,10,1.37,Escherichia coli,True
ARO:3001865,CTX-M-2,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-2,Beta-Lactamase,debla,High,,,18,4.55,Providencia stuartii,True
ARO:3001866,CTX-M-3,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaCTX-M-3,Beta-Lactamase,debla,High,blaCTX-M-133,,28,4.0,Enterobacter chengduensis,True
ARO:3001871,CTX-M-8,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-8,Beta-Lactamase,debla,High,,,8,2.27,Providencia stuartii,True
ARO:3001872,CTX-M-9,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-9,Beta-Lactamase,debla,High,,,13,6.55,Enterobacter kobei,True
ARO:3001873,CTX-M-10,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-10,Beta-Lactamase,debla,High,,,2,0.13,Klebsiella quasipneumoniae,True
ARO:3001875,CTX-M-12,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-12,Beta-Lactamase,debla,High,,,9,2.18,Enterobacter kobei,True
ARO:3001876,CTX-M-13,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-13,Beta-Lactamase,debla,High,,,1,0.09,Enterobacter hormaechei,True
ARO:3001877,CTX-M-14,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-14,Beta-Lactamase,debla,High,blaCTX-M-18,,32,6.25,Citrobacter youngae,True
ARO:3001878,CTX-M-15,protein homolog model,antibiotic inactivation; cephalosporin; penam,matched,blaCTX-M-15,Beta-Lactamase,debla,High,,,33,20.83,Klebsiella pneumoniae,True
ARO:3001886,CTX-M-24,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-24,Beta-Lactamase,debla,High,,,4,0.21,Escherichia coli,True
ARO:3001887,CTX-M-25,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-25,Beta-Lactamase,debla,High,,,3,0.17,Proteus mirabilis,True
ARO:3001888,CTX-M-26,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-26,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001889,CTX-M-27,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,matched,blaCTX-M-27,Beta-Lactamase,debla,High,,,9,2.22,Shigella boydii,True
ARO:3001892,CTX-M-30,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-30,Beta-Lactamase,debla,High,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3001894,CTX-M-32,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-32,Beta-Lactamase,debla,High,,,5,0.46,Escherichia coli,True
ARO:3001895,CTX-M-33,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-33,Beta-Lactamase,debla,High,,,2,0.02,Klebsiella pneumoniae,True
ARO:3001897,CTX-M-35,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-35,Beta-Lactamase,debla,High,,,1,0.9,Citrobacter koseri,True
ARO:3001898,CTX-M-36,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-36,Beta-Lactamase,debla,High,,,4,0.09,Enterobacter hormaechei,True
ARO:3001899,CTX-M-37,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-37,Beta-Lactamase,debla,High,,,1,0.9,Citrobacter portucalensis,True
ARO:3001901,CTX-M-39,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-39,Beta-Lactamase,debla,High,,,1,0.39,Citrobacter freundii,True
ARO:3001902,CTX-M-40,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-40,Beta-Lactamase,debla,High,,,1,0.03,Klebsiella pneumoniae,True
ARO:3001906,CTX-M-44,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-44,Beta-Lactamase,debla,High,,,1,0.0,Escherichia coli,True
ARO:3001917,CTX-M-55,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-55,Beta-Lactamase,debla,High,blaCTX-M-57,,19,3.85,Acinetobacter towneri,True
ARO:3001919,CTX-M-58,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-58,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001920,CTX-M-59,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-59,Beta-Lactamase,debla,High,,,2,0.28,Klebsiella aerogenes,True
ARO:3001923,CTX-M-62,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-62,Beta-Lactamase,debla,High,,,3,0.0,Escherichia coli,True
ARO:3001924,CTX-M-63,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-63,Beta-Lactamase,debla,High,,,4,0.26,Klebsiella quasipneumoniae,True
ARO:3001925,CTX-M-64,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-64,Beta-Lactamase,debla,High,,,4,0.44,Enterobacter kobei,True
ARO:3001926,CTX-M-65,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-65,Beta-Lactamase,debla,High,,,12,12.5,Proteus penneri,True
ARO:3001929,CTX-M-68,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-68,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001932,CTX-M-71,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-71,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001940,CTX-M-79,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-79,Beta-Lactamase,debla,High,,,1,0.01,Escherichia coli,True
ARO:3001948,CTX-M-88,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-88,Beta-Lactamase,debla,High,,,2,0.01,Escherichia coli,True
ARO:3001950,CTX-M-90,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-90,Beta-Lactamase,debla,High,,,2,0.04,Klebsiella pneumoniae,True
ARO:3001953,CTX-M-93,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-93,Beta-Lactamase,debla,High,,,1,0.0,Klebsiella pneumoniae,True
ARO:3001956,CTX-M-96,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-96,Beta-Lactamase,debla,High,,,3,0.53,Klebsiella quasipneumoniae,True
ARO:3001957,CTX-M-98,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-98,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3001958,CTX-M-99,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-99,Beta-Lactamase,debla,High,,,1,0.02,Klebsiella pneumoniae,True
ARO:3001960,CTX-M-101,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-101,Beta-Lactamase,debla,High,,,1,0.01,Escherichia coli,True
ARO:3001961,CTX-M-102,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-102,Beta-Lactamase,debla,High,,,1,0.0,Escherichia coli,True
ARO:3001962,CTX-M-103,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-103,Beta-Lactamase,debla,High,,,5,0.0,Acinetobacter baumannii,True
ARO:3001963,CTX-M-104,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-104,Beta-Lactamase,debla,High,,,2,0.02,Escherichia coli,True
ARO:3001975,CTX-M-115,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-115,Beta-Lactamase,debla,High,,,2,0.2,Acinetobacter baumannii,True
ARO:3001980,CTX-M-121,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-121,Beta-Lactamase,debla,High,,,1,0.04,Enterobacter hormaechei,True
ARO:3001982,CTX-M-123,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-123,Beta-Lactamase,debla,High,,,4,0.4,Salmonella enterica,True
